Name,Score
Joseph Chen,59
Michael Williams,77
Mark Barber,76
Sarah Jones,56
Samuel Walsh,96
Raven Davis,76
Alexandra Smith,73
Stephanie Lowery,55
Christine Cantu,92
Brian Reyes,85
Whitney Holden,64
Ian Adams,99
Melissa Fisher,78
Angelica Bradley,61
Brian Lee,86
Lisa Thomas,82
Justin Clark,82
Megan Hall,97
Brandon Larson,80
Dr. Christy Brown MD,66
Peter Sullivan,97
Kenneth Jenkins,61
Victor Harris,81
Emily Farley,79
Jonathan Ritter,56
Lisa Wright,90
Trevor Chavez,65
Pamela Strickland,98
Sharon Johnson,87
Ryan Blanchard,95
Melissa Collier,94
Kayla Crawford,65
David Freeman,86
Anthony Cox,88
Anthony Williams,90
Lisa Peters,54
Deborah Hahn,83
Charles Wilson,93
Anthony Jordan,54
Joseph Warren,74
Daniel Nelson,61
Douglas Spencer,68
Travis Ryan,93
Veronica Smith,91
Ronald Rodriguez,72
Mr. Ronald Avery,74
Jennifer Williams,71
Shelby Higgins,62
Kimberly Johnson,70
Michele Reeves,93
Ronald Jordan,67
Emma Payne,88
Vanessa Contreras DVM,83
Teresa Oconnor,75
Alicia Salinas,82
Cory Benton,60
Meghan Everett,60
David Ingram,90
Monique Norris,100
Cynthia Gomez,84
Matthew Moss,100
Tanya Barrett,77
Jessica Hill,56
James Villegas,76
Christopher Gill,63
Alexis Lee,76
Michelle Friedman,91
Vincent Williams,72
Pamela Smith,53
Patrick Webster,69
Nicole Kelly,78
Brandon Martinez,63
Jennifer Jones,82
Russell Bryant,66
Robert Rojas,79
Cameron Moore,76
Jason Savage,92
Robert Stout,82
Amy Melendez,58
Patricia Wagner,75
Michelle Mccoy,70
Andrew Lewis,55
Walter Hatfield,99
Patrick Johnson,85
Laura Ortiz,70
Michael Reynolds,73
Samuel Roberson,69
Timothy Bennett,62
Matthew Beck III,74
Debbie Burton,62
Amanda Huff,57
Andrew Robinson,67
Cheyenne Hansen,92
Bryan Sanchez,76
Dr. Jessica Ross,73
Wesley Blankenship,90
Patrick Mosley,57
Victoria Mendoza,99
Brittany Harris,66
Meagan Patel,90
Chloe Torres,82
Dr. Brandi Hall,84
Ricky Davis,90
Amanda Mitchell,64
Victor Bryant,60
Tina Black,62
Sara Bryant,50
Michael Cox,76
Sean Wise,60
Hannah Robinson,62
Laura Friedman,77
Colleen Phillips,53
Chloe Scott,51
Danielle Nelson,97
Laura Thomas,94
Roger Sexton,93
Edward Douglas,69
Madeline Garcia,82
Douglas Rodgers,87
Peter Swanson,55
Mark Mcdowell,81
Kristina Craig,59
Dustin Gross,78
Jesse Villegas,90
Brandon Davis,83
Julie Mcmillan,96
James Shields,62
Thomas Howard,87
Christopher Perez,81
John Smith,70
Jeffrey Lewis,61
Tammy Palmer,96
Robert Mayer,66
Daniel Eaton,99
Thomas Peterson,64
Stanley Ortiz,59
Jackson Thompson,58
Cindy Stewart,59
Samuel Gibson,81
John Snyder,97
Lauren Spencer,53
Catherine Mcintyre,90
Charles Harris,52
Tyler Jones,65
Audrey Austin,86
Lindsey Reyes,73
Willie Alexander,51
Donna Hill,56
Jose Richards,67
Natalie Garza,78
Matthew Butler,95
James Black,79
Michael Schneider,59
Chad Reyes,79
Leslie Delgado,74
Bradley Yang,51
Gary Jacobson,63
Deborah Walker,89
Rick Smith,57
Chad Macdonald,52
Jared Mcdonald,91
Cody Yang,83
Ashley Cox,81
Emily Case,86
John Levy,68
Mark Diaz,99
Stephanie Glenn,59
Eric Hawkins,94
Harry Richardson,97
Brandi Holder,59
Aaron Norris,65
Zachary King,74
Robert Christensen,87
Stanley Ferguson,91
Peter Martinez,84
David Warner,68
Tom Tucker,65
Michelle Massey,66
Caitlin Fox,75
Neil Cooper,53
Brittany Davis,56
Dr. Susan Scott,81
Cynthia Miller,75
Billy Moran,78
Larry Griffin,80
Samantha King,59
Victor Hughes,57
Cindy Gay,58
Mrs. Renee Gonzalez,88
Abigail Campbell,55
Paul Tate,84
Corey Jackson,53
Cynthia Phelps,53
Matthew Guzman,92
Alexis Powell,76
Vanessa Allen,70
Sarah James,85
Deanna Sanchez,91
Amanda Harris,83
Francisco Roberts,78
Craig Walters,70
Cassandra Fields,85
Dr. Ronnie Jimenez PhD,89
Holly Allison,53
Diane King,84
Monica Vasquez,84
Joel Leblanc,57
Robert Day,96
Richard Sandoval,56
Mary Marshall,82
Mark Robinson,71
Robert Mendoza,55
Adam Ford,87
Mr. Justin Henry,54
Jacob Leach,63
Nichole Ford,55
Kimberly Johnson DDS,94
Brenda Wilcox,86
Jennifer Mcdaniel DDS,82
Tina Martin,82
Andrew Mcguire,83
Dr. Nicole Williams DVM,95
Lisa Garza,89
Brandy Porter,73
Stephanie Wallace,92
Juan Owen,80
Tara Pierce,98
Adam Jackson Jr.,80
Dana Ramirez,77
Elizabeth Hogan,95
Hector Griffin,55
Mr. Jonathan Collins,52
Danielle Alexander,98
Clinton Hamilton,67
Ronnie Morrison,76
Michael Kelly,60
Stephanie Crawford,58
Stephanie Alexander,56
Virginia Thompson,69
Robin Carr,90
Mrs. Megan Banks,97
Katherine Gomez,61
Jessica Mcdowell,90
Timothy Rodriguez,52
Ebony Ayala,61
Travis Brooks,56
Gary Lara,52
Sean Davis,75
Elizabeth Clark,63
Todd Jones,67
Kimberly Stevenson,91
Crystal Jacobson,53
Melissa Lewis,88
Steven Estrada,96
Benjamin Nelson,85
Adam Alvarez,66
Cindy Nunez,77
Katherine Cochran,50
Chad Delgado,74
Nicholas Smith,90
Heather Lucas,87
William Riley,82
Angela Mejia,66
Alyssa Gonzalez,66
Tonya Harrison,82
Kelly Brown,83
Teresa Cruz,50
Matthew Edwards,77
Sarah Hogan,66
Jonathan Garcia,79
Linda Burke,59
Sara Ramos,82
Jasmine Hernandez,99
Anna Jackson,58
James Johnson,79
Jessica Brown,66
Valerie Alexander,90
Megan Andrews,60
Oscar Rios,64
Amanda Reed,72
Gregory Diaz,89
Sheila Farley,62
Scott Allen,90
Carol Cole,67
Teresa Mayo,86
Cynthia Young,67
Sarah Perez,88
Kristina Kim,79
Patrick Gardner,60
Stephanie Green,91
Sherri Larsen,68
Megan Castillo,70
Tyler Matthews,60
Glenn Lane,100
Elizabeth Haney,84
Jennifer Rowe,94
Mrs. Mary Francis,91
Roberto Ross,62
Gavin Andrews,84
William White,57
Juan Wood,67
Brandon Keith,77
Alex Mccann PhD,65
Robert Williams,96
Diana Lamb,62
Christina Carpenter,83
Donna Thompson,70
Michael Carpenter,86
Elizabeth Mccarty,86
Stephen Cooper,99
Gregory Dyer,97
Kimberly George MD,75
Kevin Martin,61
Kimberly Everett,61
Timothy Dunn,70
Timothy Huber,95
Todd Larson,65
Virginia Woods,59
Julie Evans,67
Scott Reeves,88
Joshua Callahan,99
Brenda Lozano,52
Molly Weber,64
William Johnson,98
Kenneth Ray,59
Jennifer Owens,94
David Simon,81
Erica Baker,90
Kimberly Edwards,79
Michelle Randall,77
Lori Munoz,66
Michael Johnson,56
Paul Hoffman,81
Andres Phillips,94
Bradley Wright,67
Cory Parks,66
Renee Ellis,66
Jeremy Juarez,84
Dennis Martinez,80
Jill Reed,98
William Hoover,71
Craig Chan,64
Crystal Dixon,82
Joel Terry,70
Angel Graham,58
Gregory Ward,93
Audrey Park,56
Laurie Perry,95
Penny Morris,92
Janet Quinn,50
Leslie Shea,86
Mary Hall,76
Sharon Little,80
Randall Hendricks,52
Juan Miles,53
Daniel Perry,84
Steven Cox,90
Valerie Franklin,65
Keith Guzman,89
Jonathan Wheeler,92
Gloria Fritz,99
Sandra Watson,72
Helen Johnson,60
Raymond Bell,52
Michael Lopez,96
Sarah Bonilla,70
Norma Chavez,73
Haley Reed,87
Samantha Scott,58
Steven Hill,50
Andrew Bennett,90
Amanda Webster,53
Robert Luna,95
Michael Noble,88
Stacy Goodman,75
Janet Price,76
Dawn Johnson,72
Matthew Brock,85
Mathew Harris,61
Sierra Moore,55
Joshua Joseph,75
Casey Hunt,67
Katherine Coffey,92
Kimberly Krause,76
Collin Brown,68
Michael Moon DDS,92
Jill Martinez,87
Kristine Marquez,62
Jeffrey Richards,94
Caroline Barnes,74
Angel Kirby,70
Rachel Brown,88
James Vargas,83
Jerry Brown,91
Richard Carroll,70
Michael Russell,96
Heather Burns,92
Stanley Martin,56
Dan Smith,54
Jason Foster,76
Ms. Tracy Smith,75
Caitlin Thomas,52
Darryl Torres,80
Katherine Johnson,90
Michael Clark,63
David Livingston,94
Vincent Griffin,69
Walter Williams,77
Joseph Dean,97
Carla Mccarthy,54
Eduardo Martinez,88
Barbara Williams,50
Francisco Kim,64
Connor Parker,76
Jennifer Middleton,52
Michelle Hernandez MD,67
Aaron Burnett,72
Patrick Bennett,66
Robert Sanchez,58
Jennifer Pierce,80
William Chavez,80
Helen Rodriguez,66
Lisa Browning,64
Dustin Martin,97
Jerry Barnes,55
Megan Jones,70
John Howard,96
Antonio Russo,98
Albert Avila,86
Brittany Bennett,80
Franklin Parker,84
David Rivera,81
Noah Wolfe,65
Jeremy Jackson,59
Christopher Collins,80
Christopher Burton,69
Melissa Baxter,68
April Brown,89
Jill Davis,79
Regina Golden,58
Erika Johnson,93
John Lutz,82
Denise Gardner,59
Gerald Davis,95
Steven Harris,55
Samuel Diaz,66
Lindsay Long,74
Patrick Adams,74
Anna Harris,50
Jessica Obrien,99
Claudia Morrison,52
Edward Miller,99
Mary Garrett,89
Rachel Garcia,77
Mary Martin,73
Tammy Gonzalez,67
Amy Trujillo,55
William Tate,53
Michelle Murphy,93
Jodi Carter,71
Sherri Odom,65
Gregory Smith,50
Mr. Charles Guzman PhD,83
Jennifer Ortiz,75
Brian Walker,90
Veronica Barrett,100
Thomas Lewis,58
Ana Lowery,74
Edward Hill,66
Thomas Martin,72
Carolyn Wilson,66
Matthew Schwartz,66
James Spencer,52
Robert Nunez MD,59
Christopher Garcia,78
Whitney Miller,56
John Ritter,99
Jennifer Williams,84
Cindy Booth,99
Emily Silva,80
Olivia Cook,67
Roberto Henry,100
Mike Daniels,85
Edward Adams,63
Joshua Lopez,82
Jessica Jarvis,52
Jennifer Evans,50
Joshua West,95
Patricia Keller,70
Paul Glover,75
Rebecca Werner,69
Lisa Suarez,87
Chelsea Robertson MD,83
Karen Zimmerman,62
Christine Henderson,76
Jason Brewer,73
Krystal Wheeler,99
Jessica Bender,85
Joseph Mills,92
Julie Fisher,96
Sara Campos,76
Evan Barrett,74
Austin George,52
Alyssa Hernandez,66
Glen Malone,67
Deborah Gamble,79
Monique Shea,78
Elizabeth Oliver,75
Janet Terry,70
Jesse Weaver,80
Tara Daniel,74
Eric Gonzalez,84
Dawn Hogan,82
Kevin Richards,87
Shane Garcia,93
Vicki Johnson,64
Samantha Ibarra,69
James Williams,68
Carla Elliott,75
Lance Johnson,92
Cameron Figueroa,82
Julia Smith,62
Charles Miller,74
Amber Stone MD,77
Joshua Davis,59
Cory Lopez,57
Ronald Griffin,89
Alejandra Noble,70
Lisa Baker,94
Kimberly Valencia,73
John Watson,50
Kerri Koch,71
Justin Thomas,82
Melissa Blankenship,53
Michelle Chavez,64
Thomas Cooper,61
Michael Miller,65
Sarah French,99
Amber Garcia,79
Robert Bullock,71
Albert Perez,92
Megan Garcia,86
Sonya Pitts,56
Jessica Zimmerman,69
Colin Walker,91
Richard Lambert,68
Julie Morales,95
Justin White,63
Amy Edwards,73
Jessica Bishop,100
Monica Brooks,93
Jennifer Cardenas,55
Michael Andrews,65
Luke Mccormick,85
Paula Carey,53
Todd Madden,83
Tina Walker,87
Guy Bolton,66
Michael Palmer,89
Rebecca Oliver,93
Heather Frazier,74
Patricia Walker,87
Nicholas Taylor,78
Elizabeth Nguyen,77
Kara Duncan,83
Zachary Sampson,52
Dr. Michael Sanchez,76
Tammie Davis,51
Jeffrey Crawford,83
Mark Burton,76
Taylor Wheeler,61
Kari Norris,69
William Nixon,94
Olivia Johnson,52
Michael Campos,66
Larry Johnson,75
Jessica Perez,78
David Rosario,71
Brittany Mcdonald,73
Timothy Hansen,55
Destiny Rose,79
Deborah Boyle DVM,70
John Walker,64
William Mcgee,64
Lawrence Lyons,75
Mary Schaefer,76
Crystal Jones,95
Dr. Connor Lucas,83
Terry Hill Jr.,54
Sara Nelson,77
Nicholas Fuentes,72
Kelly Peck,90
April Stephens,50
Heidi Salazar,67
Joshua Cruz,63
Shawna Williams,68
Tony Tucker,87
Andrew Estrada,82
Morgan Robles,52
Shelby Robinson,86
Manuel Pacheco,94
Kaitlyn Hahn,64
Cindy Cook,97
Shannon Harris,64
Derek Summers,94
Leah Stanley,54
Jesse Calderon,57
Ronald Mitchell,66
Ariel Newman,53
Alexander Allen,95
Nicholas Russo,54
Karen Miller,68
Mrs. Dawn Floyd,99
John Wolfe,62
John Castro,86
Amber Coleman,99
Mr. Richard Kirk,60
Christina Martinez,68
David Shepard,73
Elizabeth Garcia,92
Chad Garner,77
Renee Reilly,100
Amber Martin MD,95
Christopher Yoder,60
Alan Chang,90
Vicki Smith,93
Emily Gaines,62
Gregory Jones,88
Kevin Turner,100
Kenneth White,71
Brittany Stewart,51
Danny Jones,54
Glenn Peck,66
April Fuentes,74
Adam Yoder,98
Justin Payne,74
Tonya Howard,97
Gregory Arnold,94
Mrs. Amber Reid,95
Joseph Allen,55
Thomas Smith,64
Angela Cole,50
Brittany Martin,82
Shawn Howard,83
Jacob Ramos,88
Wendy Price,53
Joel Green,75
Michelle Diaz,93
Shawn Harris,58
Ashley Mitchell,59
Michael Hampton,74
Jennifer Jones,73
Amy Freeman,57
Leslie Grant,80
Morgan Johnson,77
Edward Rodriguez,76
Michael Graham,76
James Barr,100
Andrew Olson,52
Michael Chavez,74
Timothy Williams,97
Zachary Stephens,68
Tyler Mendez,88
Jamie Jensen,65
Michael Mckee,56
Paul Smith,65
Jason Gomez,61
Patricia Nelson,89
Michael Singleton,72
John Shepard,64
Kayla Hicks,99
Melinda Hudson MD,96
Marcus Dunn,94
Paul Wilson,51
Mitchell Fields,65
John Gonzalez,56
Dr. Lisa Edwards,93
Joshua Thornton,56
Janet Walls,65
Sarah Wagner,78
Tyler Arnold DDS,99
Sean Baker,92
Kimberly Perez,56
Melissa Mckinney,95
Sarah Hoover,94
Raymond Wilson,76
Shane Walters,84
Mark Koch,57
Andrew Rodriguez,57
Thomas Williams,90
Stephanie Jackson,69
Michael Jones,87
Aaron Garcia,69
Charles Phillips,61
David Brown,74
Megan Torres,94
Michael Richardson,74
Dawn Powell,95
Melissa Burke,64
Robin Carter,88
Jacob Carter,64
Daniel Evans,58
Cameron Cobb,78
James Vargas,97
Stephen Holt,70
Benjamin Webster,58
Michael Snyder,97
Brandon Wilson,98
Matthew Collins,78
David Davis,69
Robert Cisneros,71
Diana Haynes,71
Jesse Horton,92
Breanna Smith MD,75
Lucas Cox,88
Cynthia Holt,98
Annette Taylor,99
Sarah Martinez,52
Cindy Hawkins,74
Robin Hansen,86
David Sims,96
James Marks,90
David Morton,58
Victoria Gallagher,94
Rebecca Scott,57
Louis Bennett,62
Joseph Olson,91
Samuel Moore,98
Robin Sanchez,51
Margaret Roberts,91
Kathryn Salazar MD,99
Daniel Stevens,62
Linda Hays,54
Betty Mitchell,91
Michael Williams,95
Jeffrey Adams,96
Stacey Carpenter,68
Jeremy Saunders,59
Melissa Ramsey,70
Tommy Brady,78
Dominique Beck,61
Mr. Erik Carr,79
Shannon Moore,87
Brandy Atkinson,98
Melissa Kemp,50
Chris Walker,99
Marie Hunter,68
James Gonzalez,50
Kimberly Richardson,57
Claire Vasquez,76
Brittany Cohen,87
Misty Lynch,77
Christopher Davis,51
Yolanda Gomez,94
Cameron Trevino,81
Anna May,83
Megan Smith,89
Sandra Patterson,54
Randall Patrick,96
Mr. Richard Bell,83
Shannon Benton,84
Robert Hudson,59
Lori Waters,83
Donna Williams,62
Ryan Park,88
Mallory Davis,82
Samuel Moore,57
Taylor King,83
Natasha Smith,81
Keith Jones,92
Jason Simpson,50
Aaron Nichols,71
Diana Walton,62
James Flores,64
Phillip Baker,83
James Bailey,61
Deborah Carroll,80
William Gonzalez,51
Steven Lucas,67
Jimmy Mcmillan,62
Rebecca David,89
Tara Sutton,63
Jeff Salinas,72
Lauren Peterson,82
Sarah Garner,91
Kenneth Collins,85
Amanda Fry,98
Kathy Li,68
Marisa Kim,78
David Horn,55
Ronald Gill,84
Jamie Odonnell,74
Edward Simmons,91
Tonya Simmons,62
Kevin Lee,84
Nancy Pope,54
Jeremiah Mooney,53
Dana Freeman,98
Tommy Miller,75
Christian Schultz,71
Kayla Luna,58
Samuel Williams,79
Chad Miller,71
Michael Brown,82
Amy Martin,94
Dr. Ashley Scott,86
Teresa Haas,64
Tonya Thompson,62
Cynthia Burnett,67
Mrs. Lisa Mejia,94
Hannah Roberts,69
Ryan Gilbert,87
Jessica Garcia,56
Richard Davis,72
David Osborne,99
Danielle Marks,81
Timothy Gaines,67
Connie Jones,95
Dawn Clark,69
Patricia Taylor,65
Amanda Gallagher,85
Dylan King,68
Jessica Mendoza,82
Patricia Landry,58
Edwin Parker,79
Ryan Ramirez,89
Thomas Cox,52
Ryan Silva,54
Jonathan Mcmahon,84
Christopher Vazquez,78
James Holmes,71
Amanda Cruz,94
Eric Lewis,70
Marc Bailey,80
Amanda Morgan,52
Jesus Saunders,90
Michael Cohen,94
Teresa Robinson,71
Kelli Quinn,87
Nichole Thornton,72
Adrienne Sullivan,59
Derek Morgan,82
Sabrina Roach,92
Lisa Acosta,58
Melissa King,80
Maurice Silva,59
Karl Gomez,85
Sarah Lane,50
Lisa Garcia,96
Samuel Gallagher,63
Bryan Garcia,80
Adam Robinson,86
Kevin Gibbs,52
Daniel Higgins,92
Troy Rodriguez,52
Jillian Elliott,68
Brian Ingram,67
Elizabeth Espinoza,88
Rebecca Green,57
Tyler Blevins,54
James Mckinney,83
Jennifer Cunningham,84
Julia Gibson,62
Monica Atkins,70
John Vasquez,71
Edward Nelson,60
Dawn Spears,93
Timothy Wang,91
Ashley Saunders,93
Sarah Patterson,98
Susan Gibbs,57
Samantha Barnes,100
Kim Lee,87
Mariah Salazar,51
Robert Kerr,82
Melissa Hall,62
Misty Clark,50
Samuel Alvarez,64
Katelyn Holder,55
Joseph Thomas,57
Charles Pratt,70
Stephanie Hernandez,66
Mr. Jim Grant,98
Andrew Aguilar,58
Dominic Lawrence,95
David Flores,61
Stacy Gibbs,98
Savannah Sexton,98
Marcus Carter,61
Chelsea Lopez,61
Andrew Garcia,94
Amy Rodriguez,92
Aaron Mccarty,62
Patrick Jordan,73
Angela Moran,96
Chad Crawford,94
James Fisher,83
Mark Vasquez,54
James Smith,70
Richard Barnes,80
Charles Rodriguez,86
Christine Cooper,98
Louis Thompson,76
Christian Silva,96
Jennifer Webb,79
Bailey Roberts,84
Keith Parker,95
Regina Waters,74
James Gordon,92
Tony Brock,86
Christopher Rose,78
Michael Tucker,76
Gary Brandt,81
Nancy Roberts,82
Christine Richards,97
Gary Edwards,65
Amy Sparks,65
Lynn Hanson,79
Donald Allen,97
Matthew Walker,70
Kara Green,80
Gregory Jimenez,97
Margaret Ellis,94
Matthew Cummings,66
Dawn Monroe,90
Ann Haynes,66
Shawn Perez,93
Andrew Cardenas,67
Michael Young,81
Todd Green,55
Brian Moore,100
Amy Collins,67
Joseph Baker,84
Reginald Glover,58
Miss Diana Gray,72
Shannon Garcia,95
David Garcia,96
Eric Fuentes,95
Nathan Moreno,85
John Harris,96
Ashley Mcintyre,71
Christina Johnson,89
Robert Romero,90
Regina Brown,59
Stephanie Morris,55
Jacob Williams,72
Teresa Clark,98
Andrew Garner,56
Jonathan Preston,53
Cheyenne Spencer,68
Shirley Smith,99
Dawn Hernandez,94
Crystal Rivera,71
Diana Garcia,75
Justin Armstrong,96
Evelyn Bryan,78
Ann Curry,87
Kevin Green,59
Lisa Gibson,58
Robert Higgins,84
Stephen Fuller,68
Thomas Vega,94
Christopher Mcclain,62
Robert Coleman,60
Charles Reyes,69
Regina Beard,57
Jennifer Griffin,79
Joseph Martinez,55
Dennis Mcdonald,83
Peter Morris,64
Riley Alvarado,52
Stephanie Mcbride,54
Emily Barr,61
Adrienne Wilkinson,95
James Schwartz,59
Trevor Harvey,85
Stephanie White,88
Sarah Martin,99
Miss Heather Dean DDS,51
Cathy Roberts,52
Matthew Montoya,54
Matthew Fowler,71
Amy Doyle,86
Richard Jimenez,54
Tabitha Kent,58
Jonathan Lewis,62
Daniel Brown,61
Gregory Brooks,72
Jared Sullivan,58
Sharon Curtis,69
Lisa Todd PhD,58
Christopher Nelson,70
William Jones,93
Andrew Chase,66
Tara Rangel,54
Crystal Martinez,78
Karen Powell,97
Emily Henderson,54
Jill Jacobs,55
Dalton Dunn,100
Pamela Torres,53
William Good,87
Andrew Delgado,54
Jesus Perry,94
Ashley Mcknight,63
Barbara Green,87
Lori Jacobson,90
Bailey Adams,99
Sean Nichols,67
Steven Chavez,77
Donna Stokes,91
Tiffany Williams,90
Daisy Bennett,53
Amy Rodriguez,66
Steve Matthews,65
Eric Ramirez,67
Amy Morris,81
Toni Morrow,62
Danny Miller,89
Carla Schroeder,96
Jason Sanchez,66
Krystal Johnson,78
Lauren Riggs,91
Allison Bennett,66
Derek Morgan,88
Eric Barnes,59
Melinda King,96
Lisa Andersen,69
Thomas Carney,100
Derrick Moore,63
Julie Watkins,69
John Dixon,81
Jeanne Black,64
Sandra Vazquez,100
Gary Norris,90
Shawn Stephens,76
Melissa Rodriguez,85
Christopher Miranda,64
Robert Greer,99
Marcus Wiley,74
John Foster,73
Gary Jackson,85
Jose Parker,90
Alicia Leon,61
Michael Jordan,87
Gregory Smith,78
Wanda Camacho,90
Tiffany Brown,81
Cynthia Walton,95
Austin Reeves,62
Sean Brady,56
David Martin,60
Tina Ortiz,53
Francis Gray,90
Leslie Williams,97
Dustin Mason,83
Michael Shepherd,87
Michele Page,90
John Turner,51
Kaitlin Reeves,66
Cynthia Hall MD,90
Cheryl Ramirez,67
Robin Brown,60
Stephen Long,87
Pamela Sanchez,77
Lindsey Mclaughlin,80
Karen Cowan,78
Miranda Brooks,75
Patrick Smith,63
Tabitha Ramirez,68
Jessica Thornton,71
Thomas Hurst,61
Amanda Gonzalez MD,50
Rhonda Jackson,80
Brandy Weber,81
Jenna Thornton,56
Stephanie Collins,65
Daniel Williams,53
Christine Contreras,89
Susan Hernandez,53
William Chan,71
Jennifer Chapman,79
Andrea Rios,81
Nicholas Garcia,98
Christopher Murray,92
Jacqueline Cordova,79
Kevin Ramos,85
Anthony Nguyen,82
Justin Jones,58
Shirley Pierce,52
Dr. Michelle Waters,79
Michael Goodwin,90
Katelyn Garcia,81
Vicki Wilson,90
Melissa Lewis,64
Carl Munoz,78
Russell Branch,79
Abigail Key,63
Brittany Ferguson,95
Latoya Freeman,63
Shannon Weiss,96
Peter Vasquez,70
Brian Keith DVM,61
Jennifer Cunningham,79
Jose Johnson III,100
Ashley Perez,100
Christine Ward,63
Christopher Williams,60
Bethany Cross,52
Jason Harrison,53
Stephanie Smith,84
Benjamin Miller,67
Alice Mcgee,88
Victoria Luna,99
Michael Reed,59
Francisco Schultz,79
Michelle Thompson,83
Jamie Mcdowell,74
Jacob Macias,52
Raymond Navarro,56
Edward Rowe,55
Lawrence Bradley,93
Monica Neal,92
Brenda Gray,54
Howard Wiley,99
Dalton Anderson,54
Nicole Duffy,76
Patricia Waters,100
Erica Murphy,74
Brandon Salinas,93
Victoria Evans,79
Robert Rogers,93
Stephen Warren,79
Angel Aguilar,90
Laura Hart,75
Matthew Wilson,66
Danielle Edwards,98
Sabrina Blackburn,71
Rachel Lopez,63
Austin Hernandez,66
Charles Holmes,57
Ryan Mayo,89
Melissa Harvey,91
Shannon King,75
Brian Drake,76
Robert Contreras,61
Jennifer Hamilton,50
Sandra Hatfield,66
Beth Williams,65
Craig George,98
Anthony Thornton,51
Holly Thomas,68
Crystal Smith,69
Diana Adams,58
Barry Hall,60
Christopher Mason,88
Sean Navarro,66
Brittany Rodriguez,90
Audrey Quinn,97
Darrell Brown,55
Mrs. Latoya Cole,50
Ashley Webb,59
Joseph Williams,97
Danielle Mendoza,100
Bryan Stone,65
Nicole Patel,71
Tami Robles,84
Brianna Sosa,87
Angela Munoz,65
Daniel Welch,59
Timothy Johnson,88
Brandy Montgomery,93
Alexander Henry,75
Dylan Anderson,66
Richard Collins,53
Brandon Christensen,82
Cynthia Norman,90
Michael Thompson,89
Carl Hill,87
Mr. Shaun Klein,72
James White,61
Gabriella Mosley,70
Traci Simpson,75
Jason Aguirre,57
Alexandra Williams,64
Ryan Robinson,83
Mark Jackson,70
Joseph Flores,91
Elizabeth Ritter,65
Andre Mccormick,65
Guy Middleton,52
Elijah Gates,60
Kelly Castillo,78
Matthew Webb,51
Lori Mosley,99
Melissa Ortega,60
Timothy Walker,58
Robert Reyes,99
William Young,56
Tammie George,93
Joseph Lewis,84
Peter Johnson,89
William Davis,86
Angela Hensley,50
Maria Turner,55
Henry Farmer,94
Garrett Curtis,57
Leslie Norris,50
Rachel Spence,70
Travis Johnson,97
Margaret Wells,71
Kathryn Wilson,65
Anita Humphrey,85
Katherine White,50
Charles Jones,97
Ashley Martin,68
Brent Woods,89
Brandon Long,71
Michele Osborn,60
Jesse Fields,55
Dr. Monica Hutchinson,94
Mark Wong,91
Daniel Ellison,96
Daniel Williams,100
Robert Nelson,100
Christina Arias,72
Christopher Mcgee,63
Wendy Francis,61
Elizabeth Joseph,100
Timothy Ramsey,78
Miguel Baird,51
Alyssa Johnson,96
Lawrence Sutton,74
Karl Spence,72
Sherry Burke,78
Sarah Blackburn,70
Miranda Thomas,86
Michelle Turner,98
Katherine Mccall,72
Andrew Carpenter,52
Lisa Williams,71
Vanessa Cohen,75
Dr. Kevin Strong,85
Samuel Kaufman,69
Michael Jones,82
Bryan Collins,88
Katelyn Marsh,55
Michael Sandoval,84
Angela Harris,62
William Farrell,94
Parker Jackson,94
Robert Salazar,71
Mr. Colin Nichols,56
Gabrielle Rogers,91
Mark Klein,85
Kimberly Brown,85
Johnny Vaughn,70
Zachary Quinn,69
Maria Castaneda,88
Angela Hughes,78
Kurt Miller,62
Mike Velez,51
Alec Porter,56
Barbara Ortega,68
Danielle Clay,96
James Higgins DVM,93
Curtis Tucker,72
Brent Boyer,61
Brandon Jackson,92
Jacqueline Hall,74
Mercedes Bernard,79
Alexa Simmons,62
Melissa Reeves,71
Katrina Davis,85
Matthew Pace,54
Derek Diaz,94
Angela Hays,80
Brenda Cook,92
Keith Wheeler,58
Derek Taylor,98
William Gibson,76
Susan Yates,64
Angela Harris,92
Robin Williams,86
John Williams,99
Lindsay Hill,81
Connor Johnson MD,71
Sherri Green,54
Sandra Barton,92
Linda Brown,74
Jessica Murray,85
Sierra Bennett,83
Katherine Glover,68
Roger Lawrence,79
William Christensen,65
Sara Taylor DVM,55
Renee Jenkins,56
Thomas Thompson,67
Crystal Schneider,58
David Baker,58
Seth Nelson,82
Steven Huynh,63
Dawn Jordan,75
Kayla Garza,66
Scott Arias,84
Lisa Black,78
Steven White,96
Leslie Wallace,77
Amy Massey,100
Michael Rodriguez,84
Frank Lopez,72
Julia Hendricks DVM,67
Olivia Kim,58
Carmen Oneal,71
Richard Stone,63
Tony Vega,81
John Duarte,91
Linda Reyes,85
Randy Ryan,79
Kerry Murray,87
Eric Mcguire,72
Kelly Escobar,68
Paul Hines,61
Matthew Thomas,56
Rodney Gonzalez,95
Margaret Romero,99
Amy Mcdaniel,89
Caitlyn Rojas,82
Bethany Watson,60
Nicholas Patel,89
Laura Nguyen,71
Victoria Perkins,94
Victoria Byrd,76
Anthony Fletcher,57
Scott Jones,66
Mr. Donald Morgan,99
Peter Sanchez,76
John Haynes,81
Christopher Gordon,58
Cassandra Thompson,54
Kristina Malone,87
David Long,64
